station_code,station_name,lat,lon,municipality_sk,municipality_name,province_sk,number_of_monuments
SGL,Houthem-St. Gerlach,50.873332977295,5.7972221374512,03c6b06952c750899bb03d998e631860,Valkenburg aan de Geul,c20ad4d76fe97759aa27a0c99bff6710,181
MAS,Maarssen,52.135276794434,5.0336112976074,758874998f5bd0c393da094e1967a72b,Stichtse Vecht,8f14e45fceea167a5a36dedd4bea2543,794
SPTZ,Santpoort Zuid,52.419723510742,4.6313886642456,42a0e188f5033bc65bf8d78622277c4e,Velsen,c9f0f895fb98ab9159f51fd0297e236d,153
HOR,Hollandsche Rading,52.17777633667,5.1791667938232,93db85ed909c13838ff95ccfa94cebd9,De Bilt,8f14e45fceea167a5a36dedd4bea2543,174
DDN,Delden,52.259998321533,6.7161111831665,6883966fd8f918a4aa29be29d2c386fb,Hof van Twente,a87ff679a2f3e71d9181a67b7542122c,388
DB,Driebergen-Zeist,52.065277099609,5.25861120224,d96409bf894217686ba124d7356686c9,Utrechtse Heuvelrug,8f14e45fceea167a5a36dedd4bea2543,476
MRN,Maarn,52.064167022705,5.3699998855591,d96409bf894217686ba124d7356686c9,Utrechtse Heuvelrug,8f14e45fceea167a5a36dedd4bea2543,476
LUT,Geleen-Lutterade,50.975555419922,5.8247222900391,37bc2f75bf1bcfe8450a1a41c200364c,Sittard-Geleen,c20ad4d76fe97759aa27a0c99bff6710,258
MMLH,Mook-Molenhoek,51.766262,5.879133,e4a6222cdb5b34375400904f03d8e6a5,Mook en Middelaar,c20ad4d76fe97759aa27a0c99bff6710,20
MTH,Martenshoek,53.1607232,6.7402989,b83aac23b9528732c23cc7352950e880,Midden-Groningen,c4ca4238a0b923820dcc509a6f75849b,184
RB,Rilland-Bath,51.422779083252,4.1611108779907,6cdd60ea0045eb7a6ec44c54d29ed402,Reimerswaal,d3d9446802a44259755d38e6d163e820,31
STV,Stavoren,52.8865535,5.3600212,9dfcd5e558dfa04aaf37f137a1d9d3e5,Súdwest-Fryslân,c81e728d9d4c2f636f067f89cc14862c,733
HAD,Heemstede-Aerdenhout,52.35916519165,4.6066665649414,07e1cd7dca89a1678042477183b7ac3f,Heemstede,c9f0f895fb98ab9159f51fd0297e236d,107
HGLO,Hengelo Oost,52.268890380859,6.8194446563721,c16a5320fa475530d9583c34fd356ef5,Hengelo (O.),a87ff679a2f3e71d9181a67b7542122c,77
WZ,Wezep,52.454166412354,6.0025000572205,735b90b4568125ed6c3f678819b6e058,Oldebroek,1679091c5a880faf6fb5e6087eb1b2dc,43
AML,Almelo,52.358055114746,6.6538887023926,37693cfc748049e45d87b8c7d8b9aacd,Almelo,a87ff679a2f3e71d9181a67b7542122c,77
HK,Heemskerk,52.495277404785,4.6869444847107,5ef059938ba799aaa845e1c2e8a762bd,Heemskerk,c9f0f895fb98ab9159f51fd0297e236d,22
HLM,Haarlem,52.38777923584,4.6383333206177,c45147dee729311ef5b5c3003946c48f,Haarlem,c9f0f895fb98ab9159f51fd0297e236d,1176
PMR,Purmerend,52.50305557251,4.9536108970642,1afa34a7f984eeabdbb0a7d494132ee5,Purmerend,c9f0f895fb98ab9159f51fd0297e236d,118
RAT,Raalte,52.391666412354,6.2775001525879,a5bfc9e07964f8dddeb95fc584cd965d,Raalte,a87ff679a2f3e71d9181a67b7542122c,98
WDN,Wierden,52.361389160156,6.5916666984558,3416a75f4cea9109507cacd8e2f2aefc,Wierden,a87ff679a2f3e71d9181a67b7542122c,34
WD,Woerden,52.084999084473,4.8936109542847,bf8229696f7a3bb4700cfddef19fa23f,Woerden,8f14e45fceea167a5a36dedd4bea2543,110
AMF,Amersfoort Centraal,52.153888702393,5.3705554008484,68d30a9594728bc39aa24be94b319d21,Amersfoort,8f14e45fceea167a5a36dedd4bea2543,460
VDL,Voerendaal,50.887222290039,5.9302778244019,6c9882bbac1c7093bd25041881277658,Voerendaal,c20ad4d76fe97759aa27a0c99bff6710,100
LG,Landgraaf,50.896389007568,6.019166469574,be83ab3ecd0db773eb2dc1b0a17836a1,Landgraaf,c20ad4d76fe97759aa27a0c99bff6710,176
UTG,Uitgeest,52.521667480469,4.7016668319702,02522a2b2726fb0a03bb19f2d8d9524d,Uitgeest,c9f0f895fb98ab9159f51fd0297e236d,20
BNK,Bunnik,52.063056945801,5.1944446563721,c7e1249ffc03eb9ded908c236bd1996d,Bunnik,8f14e45fceea167a5a36dedd4bea2543,135
LW,Leeuwarden,53.195835113525,5.7922220230103,d3d9446802a44259755d38e6d163e820,Leeuwarden,c81e728d9d4c2f636f067f89cc14862c,822
BMN,Brummen,52.091110229492,6.1469445228577,642e92efb79421734881b53e1e1b18b6,Brummen,1679091c5a880faf6fb5e6087eb1b2dc,109
CO,Coevorden,52.663612365723,6.7355556488037,1f0e3dad99908345f7439f8ffabdffc4,Coevorden,eccbc87e4b5ce2fe28308fd9f2a7baf3,155
VL,Venlo,51.363609313965,6.1727776527405,621bf66ddb7c962aa0d22ac97d69b793,Venlo,c20ad4d76fe97759aa27a0c99bff6710,213
VST,Voorschoten,52.1252784729,4.4324998855591,a4a042cf4fd6bfb47701cbc8a1653ada,Voorschoten,45c48cce2e2d7fbdea1afc51c7c6ad26,106
UT,Utrecht Centraal,52.088890075684,5.1102776527405,e2ef524fbf3d9fe611d5a8e90fefdc9c,Utrecht,8f14e45fceea167a5a36dedd4bea2543,1590
ALM,Almere Centrum,52.37503,5.21764,c81e728d9d4c2f636f067f89cc14862c,Almere,e4da3b7fbbce2345d7772b0674a318d5,15
KPN,Kampen,52.559722900391,5.9216666221619,6364d3f0f495b6ab9dcf8d3b5c6e0b01,Kampen,a87ff679a2f3e71d9181a67b7542122c,531
ASN,Assen,52.991664886475,6.5708332061768,6f4922f45568161a8cdf4ad2299f6d23,Assen,eccbc87e4b5ce2fe28308fd9f2a7baf3,136
GK,Grijpskerk,53.255740325573,6.3097786903381,f9b902fc3289af4dd08de5d1de54f68f,Westerkwartier,c4ca4238a0b923820dcc509a6f75849b,256
GVM,Den Haag Mariahoeve,52.090557098389,4.3694443702698,3fe94a002317b5f9259f82690aeea4cd,Leidschendam-Voorburg,45c48cce2e2d7fbdea1afc51c7c6ad26,124
NDB,Naarden-Bussum,52.280277252197,5.1569442749023,5737c6ec2e0716f3d8a7a5c4e0de0d9a,Gooise Meren,c9f0f895fb98ab9159f51fd0297e236d,315
SN,Schinnen,50.939167022705,5.8744444847107,cd00692c3bfe59267d5ecfac5310286c,Beekdaelen,c20ad4d76fe97759aa27a0c99bff6710,252
SPTN,Santpoort Noord,52.43388748169,4.6325001716614,42a0e188f5033bc65bf8d78622277c4e,Velsen,c9f0f895fb98ab9159f51fd0297e236d,153
BHV,Bilthoven,52.130001068115,5.2038888931274,93db85ed909c13838ff95ccfa94cebd9,De Bilt,8f14e45fceea167a5a36dedd4bea2543,174
BK,Beek-Elsloo,50.947498321533,5.7866668701172,38db3aed920cf82ab059bfccbd02be6a,Stein (L.),c20ad4d76fe97759aa27a0c99bff6710,66
GO,Goor,52.230278015137,6.5844445228577,6883966fd8f918a4aa29be29d2c386fb,Hof van Twente,a87ff679a2f3e71d9181a67b7542122c,388
DID,Didam,51.933502,6.1324106,6faa8040da20ef399b63a72d0e4ab575,Montferland,1679091c5a880faf6fb5e6087eb1b2dc,53
HON,Holten,52.283889770508,6.42027759552,d296c101daa88a51f6ca8cfc1ac79b50,Rijssen-Holten,a87ff679a2f3e71d9181a67b7542122c,31
STM,Stedum,53.3262092,6.6875551,819f46e52c25763a55cc642422644317,Eemsdelta,c4ca4238a0b923820dcc509a6f75849b,397
AKL,Arkel,51.87194442749,4.9927778244019,357a6fdf7642bf815a88822c447d9dc4,Molenlanden,45c48cce2e2d7fbdea1afc51c7c6ad26,269
KMA,Krommenie-Assendelft,52.49511,4.75417,013d407166ec4fa56eb1e1f8cbe183b9,Zaanstad,c9f0f895fb98ab9159f51fd0297e236d,275
KRG,Kruiningen-Yerseke,51.465000152588,4.0372223854065,6cdd60ea0045eb7a6ec44c54d29ed402,Reimerswaal,d3d9446802a44259755d38e6d163e820,31
WK,Workum,52.9724864,5.4564285,9dfcd5e558dfa04aaf37f137a1d9d3e5,Súdwest-Fryslân,c81e728d9d4c2f636f067f89cc14862c,733
WSM,Winsum,53.3300994,6.5202905,2f2b265625d76a6704b08093c652fd79,Het Hogeland,c4ca4238a0b923820dcc509a6f75849b,562
EEM,Eemshaven,53.458419,6.832,unknown,unknown,unknown,0
AMR,Alkmaar,52.63777923584,4.7397222518921,65b9eea6e1cc6bb9f0cd2a47751a186f,Alkmaar,c9f0f895fb98ab9159f51fd0297e236d,576
ETN,Etten-Leur,51.57500076294,4.6358332633972,e2c0be24560d78c5e599c2a9c9d0bbd2,Etten-Leur,6512bd43d9caa6e02c990b0a82652dca,77
ZL,Zwolle,52.504722595215,6.0919442176819,a1d0c6e83f027327d8461063f4ac58a6,Zwolle,a87ff679a2f3e71d9181a67b7542122c,481
DV,Deventer,52.257499694824,6.1605553627014,4e732ced3463d06de0ca9a15b6153677,Deventer,a87ff679a2f3e71d9181a67b7542122c,585
NKK,Nijkerk,52.222221374512,5.4938888549805,fc490ca45c00b1249bbe3554a4fdf6fb,Nijkerk,1679091c5a880faf6fb5e6087eb1b2dc,110
HRL,Heerlen,50.89083480835,5.9749999046326,ac1dd209cbcc5e5d1c6e28598e8cbbe8,Heerlen,c20ad4d76fe97759aa27a0c99bff6710,154
DRON,Dronten,52.5344,5.72089,fe9fc289c3ff0af142b6d3bead98a923,Dronten,e4da3b7fbbce2345d7772b0674a318d5,3
ST,Soest,52.173332214355,5.3099999427795,26657d5ff9020d2abefe558796b99584,Soest,8f14e45fceea167a5a36dedd4bea2543,42
LLS,Lelystad Centrum,52.507778167725,5.4727778434753,c24cd76e1ce41366a4bbe8a49b02a028,Lelystad,e4da3b7fbbce2345d7772b0674a318d5,2
HDB,Hardenberg,52.572776794434,6.6286110877991,6ea9ab1baa0efb9e19094440c317e21b,Hardenberg,a87ff679a2f3e71d9181a67b7542122c,92
AH,Arnhem Centraal,51.985000610352,5.8991665840149,6c8349cc7260ae62e3b1396831a8398f,Arnhem,1679091c5a880faf6fb5e6087eb1b2dc,565
HGV,Hoogeveen,52.733890533447,6.4736108779907,3c59dc048e8850243be8079a5c74d079,Hoogeveen,eccbc87e4b5ce2fe28308fd9f2a7baf3,27
HN,Hoorn,52.644721984863,5.0555553436279,202cb962ac59075b964b07152d234b70,Hoorn,c9f0f895fb98ab9159f51fd0297e236d,378
RH,Rheden,52.0101,6.0314,7cbbc409ec990f19c78c75bd1e06f215,Rheden,1679091c5a880faf6fb5e6087eb1b2dc,211
RSD,Roosendaal,51.540279388428,4.4583334922791,06138bc5af6023646ede0e1f7c1eac75,Roosendaal,6512bd43d9caa6e02c990b0a82652dca,91
MDB,Middelburg,51.494720458984,3.6172223091126,cedebb6e872f539bef8c3f919874e9d7,Middelburg (Z.),d3d9446802a44259755d38e6d163e820,1156
TWL,Twello,52.237777709961,6.0986108779907,ad61ab143223efbc24c7d2583be69251,Voorst,1679091c5a880faf6fb5e6087eb1b2dc,166
BKL,Breukelen,52.17149,4.9906,758874998f5bd0c393da094e1967a72b,Stichtse Vecht,8f14e45fceea167a5a36dedd4bea2543,794
DRH,Driehuis,52.442501068115,4.6380553245544,42a0e188f5033bc65bf8d78622277c4e,Velsen,c9f0f895fb98ab9159f51fd0297e236d,153
BL,Beilen,52.854721069336,6.5211110115051,1700002963a49da13542e0726b7bb758,Midden-Drenthe,eccbc87e4b5ce2fe28308fd9f2a7baf3,72
VH,Voorhout,52.224445343018,4.4844446182251,f718499c1c8cef6730f9fd03c8125cab,Teylingen,45c48cce2e2d7fbdea1afc51c7c6ad26,104
NVD,Nijverdal,52.366111,6.462,34173cb38f07f89ddbebc2ac9128303f,Hellendoorn,a87ff679a2f3e71d9181a67b7542122c,30
STD,Sittard,51.001667022705,5.8586111068726,37bc2f75bf1bcfe8450a1a41c200364c,Sittard-Geleen,c20ad4d76fe97759aa27a0c99bff6710,258
TBG,Terborg,51.9224549,6.3642466,fe131d7f5a6b38b23cc967316c13dae2,Oude IJsselstreek,1679091c5a880faf6fb5e6087eb1b2dc,80
NWK,Nieuwerkerk a/d IJssel,51.965278625488,4.6169443130493,8e98d81f8217304975ccb23337bb5761,Zuidplas,45c48cce2e2d7fbdea1afc51c7c6ad26,59
WM,Wormerveer,52.489166259766,4.7922220230103,013d407166ec4fa56eb1e1f8cbe183b9,Zaanstad,c9f0f895fb98ab9159f51fd0297e236d,275
RV,Reuver,51.28321916653,6.0789585113525,289dff07669d7a23de0ef88d2f7129e7,Beesel,c20ad4d76fe97759aa27a0c99bff6710,21
OTB,Oosterbeek,51.994998931885,5.8400001525879,14bfa6bb14875e45bba028a21ed38046,Renkum,1679091c5a880faf6fb5e6087eb1b2dc,73
WF,Wolfheze,52.005554199219,5.7936110496521,14bfa6bb14875e45bba028a21ed38046,Renkum,1679091c5a880faf6fb5e6087eb1b2dc,73
RL,Ruurlo,52.0810888,6.4492656,577bcc914f9e55d5e4e4f82f9f00e7d4,Berkelland,1679091c5a880faf6fb5e6087eb1b2dc,122
KBD,Krabbendijke,51.433334350586,4.1169443130493,6cdd60ea0045eb7a6ec44c54d29ed402,Reimerswaal,d3d9446802a44259755d38e6d163e820,31
HNP,Hindeloopen,52.9464903,5.423063,9dfcd5e558dfa04aaf37f137a1d9d3e5,Súdwest-Fryslân,c81e728d9d4c2f636f067f89cc14862c,733
SKND,Sneek Noord,53.0409319,5.6631808,9dfcd5e558dfa04aaf37f137a1d9d3e5,Súdwest-Fryslân,c81e728d9d4c2f636f067f89cc14862c,733
MZ,Maarheeze,51.304986,5.629796,92c8c96e4c37100777c7190b76d28233,Cranendonck,6512bd43d9caa6e02c990b0a82652dca,38
SWD,Sauwerd,53.29113,6.5404,2f2b265625d76a6704b08093c652fd79,Het Hogeland,c4ca4238a0b923820dcc509a6f75849b,562
UST,Usquert,53.4014742,6.6093776,2f2b265625d76a6704b08093c652fd79,Het Hogeland,c4ca4238a0b923820dcc509a6f75849b,562
DEI,Deinum,53.1888115,5.7281572,89f0fd5c927d466d6ec9a21b9ac34ffa,Waadhoeke,c81e728d9d4c2f636f067f89cc14862c,503
FN,Franeker,53.1824488,5.5483094,89f0fd5c927d466d6ec9a21b9ac34ffa,Waadhoeke,c81e728d9d4c2f636f067f89cc14862c,503
ZVB,Zevenbergen,51.64042,4.60904,6a9aeddfc689c1d0e3b9ccc3ab651bc5,Moerdijk,6512bd43d9caa6e02c990b0a82652dca,122
OBD,Obdam,52.67805480957,4.9072222709656,cfa0860e83a4c3a763a7e62d825349f7,Koggenland,c9f0f895fb98ab9159f51fd0297e236d,37
